Date,Session,StartDate,StartTime,EndDate,EndTime,Invited,Presenter,Presenter's Affiliation,In-Person/Remote,Coauthors,Coauthors affiliation,Paper Title,Abstract
07/16/22,Applied and Engineering Physics,07/16/22,12:00 PM,07/16/22,12:15 PM,,Ishwari Prasad Parajuli,Old Dominion University/Jefferson Lab,In-Person,,,Magnetic field mapping of 1.3 GHz superconducting radiofrequency cavities ,"Superconducting radio frequency (SRF) cavities are the fundamental building blocks of modern particle accelerators. Niobium is the material of choice to build such cavities.  These cavities require a cryogenic cool-down to ~2 – 4 K for optimum performance minimizing RF losses on the inner cavity surface. However, temperature-independent residual losses in SRF cavities cannot be prevented entirely. One of the major sources of residual losses is trapped magnetic flux. The flux trapping mechanism depends on different factors, such as surface preparations and cool-down conditions. We have developed a diagnostic magnetic field scanning system (MFSS) using Hall probes and anisotropic magneto-resistance sensors to study the spatial distribution of trapped flux in 1.3 GHz single-cell cavities. The first result from this newly commissioned system revealed that the trapped flux on the cavity surface might redistribute with increasing RF power. The MFSS was also able to capture significant magnetic field enhancement at specific cavity locations after a quench."
07/16/22,"High Energy, Particle, and Nuclear Physics",07/16/22,12:15 PM,07/16/22,12:30 PM,,Ashok Timsina,University of Kentucky,In-Person,Wolfgang Korsch,University of Kentucky,Cell charging effect and the binding energy measurement of ions on a plastic surface in cryogenic liquids. ,"To improve the present sensitivity limit of the neutron electric dipole moment (nEDM) from 1.8×10^(-26)  e.cm  to ~3×10^(-28) e.cm, the nEDM@SNS experiment plans to use a cryogenic technique.  In this experiment, the central part of apparatus consists of two coated PMMA cells which are sandwiched between grounded and high voltage electrodes. To achieve such a precision, the externally applied electric field has need to be stable at the 1% level over a time period of ~100 s. During this experiment, several sources of ambient ionizing radiation generate charged particles in the cryogenic liquid. These ionized charges are adsorbed on the cell walls. As a result, an opposing static electric field is generated, which will impact the stability of the electric field. Therefore, we at the University of Kentucky have devised a compact test setup to study the behavior of ions inside cryogenic liquids using a scaled-down version of the nEDM cell and the electrodes. In our setup, ion-electron pairs are generated by ionizing the nitrogen (helium) with a 137Cs source and the electro-optic Kerr effect is utilized to understand the cell charging effects within dummy measurement cell. We are in the process of developing a new method to measure the binding energy of the ions bonded on PMMA. The determination of the binding energy can potentially reduce the data taking time of the nEDM@SNS experiment if partial field reversal is sufficient. Results on the charging effect and the preliminary measurements of the binding energy will be presented."
07/16/22,"Atomic, Molecular, Optical and Plasma Physics",07/16/22,2:00 PM,07/16/22,2:30 PM,1,Joan Marler,"Clemson University, Department of Physics and Astronomy, Clemson, SC, USA",Remote,,,Laboratory Astrophysics with Highly Charged Ions,"Highly Charged Ions (HCIs) may be considered ideal mini-laboratory in which one can study the physics of matter and light in an environment of high internal electric field that cannot be recreated with standard lab equipment. While HCIs are rare on Earth, they are commonplace in the universe, in particularly in the high temperature and pressure environments of stars and solar winds. Understanding how to read the photon signature from interactions of HCIs with neutral gases in the universe gives information on the density, temperature and constituents of both. Additionally, their ultra-strong fields make HCIs ideal mini laboratories in which to test physical theories in extreme conditions. This talk will present our current work on characterizing the HCI beam at Clemson. Then I will briefly discuss our near term plans for charge exchange cross sections combined with x-ray spectroscopy of HCIs and astrophysically relevant neutral targets."
07/16/22,"Atomic, Molecular, Optical and Plasma Physics",07/16/22,2:30 PM,07/16/22,2:45 PM,,Tikaram Neupane,"Chemistry and Physics Department, The University of North Carolina at Pembroke, Pembroke, NC 28372 ",In-Person,"Billy Ray Mclean Pait, Alexis Everardo Velarde","Chemistry and Physics Department, The University of North Carolina at Pembroke, Pembroke, NC 28372 ",Crossover from Reverse Saturable Absorption to Saturable absorptions of Two-Dimensional TMDC,"The tunable bandgap presence in TMDCs plays a key role in the nonlinear absorption process where the monolayer has a direct bandgap and the bilayer and multilayer have an indirect bandgap. The bandgap of the monolayer is wider than that of the bilayer/multilayer. This absorption process is described by Jablonski diagrams which may include two-step absorption with one-photon for each step, two-photon absorption to the real final state through a virtual intermediate state. In the one-photon excitation, the electric dipole transition from the initial to the final state is allowed due to different parities. This implies that the ground-state absorption cross-section is higher than the excited-state absorption cross-section which results in saturable (negative) absorption; SA). However, in the two-photon excitation case, the electric dipole transitions from the initial to the final state are allowed due to the same parities between them via an intermediate state.  It insinuates that the excited state absorption cross-section is higher than the ground state which consequences reverse saturable (positive) absorption; RSA). Therefore, the tunable bandgap corresponding to the number of layers switches RSA to SA or vice versa. The atomic layers with SA are utilized for laser Q-switch and mode-locker, while the atomic layers with RSA are utilized for optical power limiters. Acknowledgment: This work is supported by the College of Arts and Sciences at UNCP, funding # 101012."
07/16/22,Condensed Matter Physics and Material Science,07/16/22,2:45 PM,07/16/22,3:00 PM,,Sunil K. Karna,Norfolk State University,In-Person,M. Marshall; W.  Xie; I. Vekhter; W. A. Shelton; M. Charilaou; A. Kovács; L. DeBeer-Schmitt; D. P. Young and J. F. DiTusa,"M. Marshall (Louisiana State Univ.); W.  Xie (Louisiana State Univ.); I. Vekhter (Louisiana State Univ.); W. A. Shelton (Louisiana State Univ.);  M. Charilaou (University of Louisiana at Lafayette); A. Kovács (Forschungszentrum Jülich, ); L. DeBeer-Schmitt (Oak Ridge National Laboratory;  D. P. Young (Louisiana State Univ.) and J. F. DiTusa (Louisiana State Univ., Indiana University Purdue University)",Mesoscopic magnetic modulation in chiral helimagnet Mn1/3NbS2,"      We have investigated the magnetic state of Mn1/3NbS2 through x-ray and neutron diffraction, magnetization, ac-magnetic susceptibility, small-angle Neutron Scattering (SANS), Lorentz Transmission Electron Microscopy (LTEM) and micromagnetic simulations.  The ac susceptibility displays temperature, field, and frequency dependencies which define a complex phase diagram below the critical temperature for magnetic ordering, TC = 45 K. SANS reveals a streak of magnetic scattering along the c-axis near Q = 0 appearing below TC, demonstrating a disordered ferromagnetic (FM) or helical spin ordering in this system. The width of this streak shortens and becomes more intense near TC and is gradually suppressed by the application of H along the beam. Micromagnetic simulations of thin lamella agree with LTEM images of Mn1/3NbS2  where extended FM regions result from a shape anisotropy in thin samples that are separated by chiral domain walls."
07/16/22,Applied and Engineering Physics,07/16/22,3:00 PM,07/16/22,3:15 PM,,Trailokya Bhattarai,UNC Charlotte,In-Person,Dr. M. Yasin Akhtar Raja; Dr. Abasifreke Ebong,UNC Charlotte,The design and testing of a UV-C-LED for applications in microbial and viral deactivation ,"Of the four categories of the UV range, namely: A, B, C, and vacuum; the UV-C is the most effective in deactivating microbes and viruses. From the literature, it is noted that the III-Nitride UV-C LEDs are highly efficient in deactivating pathogens. Thus, this paper reports on the design and testing of a III-Nitride UV-C LED system with a wavelength in the range of 250 nm < ? ? 300 nm. The design encompasses the use of LaserMOD to simulate an AlGaN-based LED to obtain wavelengths of ? ? 300 nm. Then procure a UV LED irradiation system which is commercially available in a spectrum around 275 nm. Now, the testing is being done, using the prototype for its effectiveness in destroying microbes’ colonies. This study is enthralled by the effect of different parameters, like wavelengths, exposure time, and doses/irradiance of UV light on the microbial population. The effects on the DNA/RNA of the pathogen will be investigated before and after exposure to the UV light dose. Further, the QPCR/cell culture method for quantitative and qualitative analysis of the effectiveness of UV-irradiation on the deactivation of the microbes will be investigated. This will be followed by the design of five UV LEDs powered by solar cells, operating at different wavelengths to ascertain the most effective UV wavelengths in microbial disinfection."
07/16/22,Condensed Matter Physics and Material Science,07/16/22,3:30 PM,07/16/22,3:45 PM,,Bibek Singh Dhami,University of Alabama at Birmingham,In-Person,Vasudevan Iyer; Aniket Pant; Ravi P.N. Tripathi; Benjamin J. Lawrie; Kannatassen Appavoo,,Angle-Resolved Cathodoluminescence Imaging Polarimetry of Hybrid Perovskites,"Hybrid perovskites have attracted immense interest in short period of time for advanced opto-electronic and energy harvesting applications. Understanding how photons couple with these materials is of great importance. Perovskite community has done intense research on studying the spectral content and quantum efficiency of emitted photons, little has been explored about other properties such as emission directionality and polarization. Herein, we used angle-resolved cathodoluminescence microscopy to access the polarization state of emitted photons with spatial resolution well below the optical diffraction limit. We explore the effect of grain boundary on the degree of polarization and angle of emitted photons that provide significant understanding of emission properties of hybrid perovskites."
07/16/22,Condensed Matter Physics and Material Science,07/16/22,3:45 PM,07/16/22,4:00 PM,,Nabin Kumar Raut,"University of California, Merced",In-Person,Jeffery Miller; Raymond Chiao; Jay E. Sharping,Pacific Northwest National Laboratory; University of California Merced,"Magnetic levitation within a microwave cavity: characterization, challenges, possibilities, and experiments","The low energy losses in the superconducting magnetic levitation makes it attractive for the exciting applications in physics. The Meissner levitation has been proposed for the study of modified gravitational wave detection  [1]. Furthermore, the levitated magnet is coupled to the individual spin qubit in the nitrogen-vacancy center to read out the qubit state [2]. Meissner levitation within the microwave cavity could open avenues for the novel cavity optomechanical system, readout for quantum object such as the transmon, and magnon, gravitational wave detection, and magnetomechanics. This presentation characterized Meissner levitation of a permanent neodymium magnet within a microwave cavity   [3,4]. It also discusses possibilities, challenges, and cryogenic experiments. 
References
[1] C. Timberlake, A. Vinante, F. Shankar, A. Lapi, and H. Ulbricht, Physical Review D 104 (2021).
[2] J. Gieseler, A. Kabcenell, E. Rosenfeld, J. D. Schaefer, A. Safira, M. J. Schuetz, C. Gonzalez-Ballestero, C. C. Rusconi, O. Romero-Isart, and M. D. Lukin, Phys. Rev. Lett. 124, 163604 (2020).
[3] N. Raut, J. Miller, J. Pate, R. Chiao, and J. Sharping, IEEE Trans. Appl. Supercond. (2021).
[4] N. K. Raut, J. Miller, R. Chiao, and J. E. Sharping, arXiv preprint arXiv:2101.01309 (2021).

"
07/16/22,"High Energy, Particle, and Nuclear Physics",07/16/22,4:00 PM,07/16/22,4:15 PM,,Bishnu Datt Pandey,Hampton University,In-Person,,,"Spectroscopic study of a possible Lambda-nn resonance and a pair of Sigma-NN states using the (e,e'K+) reaction with a tritium target","The E12-17-003 Experiment was carried out successfully at Jefferson lab in 2018 using a pressurized tritium target. By utilizing the Hall A high resolution spectrometers and the  3H(e,e’K+)?nn reaction, enhancements which may corresponds to the possible  ?nn resonance and a pair of  ?NN sate were observed with an energy resolution of 1.21 MeV (?), although the greater statistics are required to make the definite identifications. The experimentally measured  ?nn state can provide a unique constraints in determining the  ?n interaction for which no scattering data exist. In addition, although bound A = 3 and 4 ? hypernuclei have been predicted, only an A = 4 ? hypernucleus (4?He) was experimentally observed  using the (K ? , ? ? ) reaction on a 4He target. The bound ?NN state is possibly a ?^{0}nn state, although this has to be confirmed by future experiments. This presentation will give description of this experiment, its analysis, and results.


Bishnu Pandey   on behalf of Jefferson Lab hypernuclear collaboration.
"
07/16/22,"High Energy, Particle, and Nuclear Physics",07/16/22,4:15 PM,07/16/22,4:30 PM,,Puspa Pandey,"Old Dominion University, Norfolk, VA 23529, USA",In-Person,S. Kuhn; V. Lagerquist; C.Keith; J. Maxwell; J. Brock,";Old Dominion University, Norfolk, VA 23529, USA;Thomas Jefferson National Accelerator Facility, Newport News, VA 23606, USA;Thomas Jefferson National Accelerator Facility, Newport News, VA 23606, USA;Thomas Jefferson National Accelerator Facility, Newport News, VA 23606, USA",Longitudinal Solid Polarized Target for CLAS12,"The Run Group C suite of experiments measure multiple spin-dependent observables by scattering an 11 GeV electron beam from longitudinally polarized nucleon targets inside the CLAS12 spectrometer in Hall B at Jefferson Lab. The dynamically polarized target built for these experiments has been extensively tested by the JLab Target Group [alternatively: in the Experimental Equipment Lab] using an auxiliary 5 T magnet. I will report on the operational experience with the target, the benchmarks achieved so far (using various polarizable materials) as well as the complete target setup, experimental readiness, and its present status. Our results show that all target components work well and the project is on track for a successful run starting June 8, 2022. This work was funded in part by the National Science Foundation under contract PHY-1002462 and the US Department of Energy under contract DE-FG02-96ER40960 and contract DE-AC05-06OR23177"
07/16/22,Condensed Matter Physics and Material Science,07/16/22,4:30 PM,07/16/22,4:45 PM,,Bashu Dev Khanal,Old Dominion University,In-Person,Pashupati Dhakal; Gianluigi Ciovati,"Old Dominion University, Norfolk VA, 23529 and Jefferson Lab, Newport News VA, 23606 ",Effect of successive heat treatment on the performance of superconducting radio-frequency niobium cavities,"One of the primary sources of rf residual losses leading to lower quality factor (Q0 )
is trapped residual magnetic field during the cooldown of superconducting radio
frequency (SRF) cavities. It has been reported that non-uniform recrystallization of
niobium cavities after the post fabrication heat treatment leads to higher flux
trapping during the cooldown, and hence the lower Q0 . Here, we fabricated several
1.3 GHz single cell cavities from high purity fine grain Nb with different
microstructure and processed with successive heat treatments in the range 800 –
1000 ?C to measure the flux expulsion and flux trapping sensitivity. The results
show the improved flux expulsion with increase in heat treatment temperature and
flux trapping sensitivity depends on the final surface preparation prior to the rf test.

This manuscript has been authored by Jefferson Science Associates, LLC under U.S. DOE
Contract No. DE-AC05-06OR23177. The work done at Florida State University is supported by
the U.S. Department of Energy, Office of Science, Office of High Energy Physics under Awards
No. DE-SC 0009960"
07/16/22,Biological and Chemical Physics,07/16/22,7:00 PM,07/16/22,7:30 PM,1,Indra D. Sahu,Campbellsville University,Remote,,,Current Development in Structural Biology Techniques for Studying Membrane Proteins,"Biological systems perform critical functions in specific situations. Hence it is very important to understand structural and dynamic properties of components of the systems in a suitable environment to understand their proper function. Membrane proteins are involved in several biological process that are required for the survival of living organisms: e. g., cellular transport, signaling, recognition and catalysis. These proteins are targets of more than 50% of all modern drugs. Mutations or misfolding of membrane proteins are linked to several human dysfunctions, disorders and diseases such as Long QT Syndrome, Alzheimer, etc. Despite the abundance and clear importance of membrane-associated molecules, very little information about these systems exists. X-ray crystallography and Nuclear magnetic resonance (NMR) spectroscopy are the most widely used biophysical techniques for obtaining detailed structural information on biological systems. Challenges in studying membrane proteins arise due to the hydrophobic nature of membrane proteins making overexpression, purification, and crystallization more difficult, and lacking of suitable solubilizing membrane mimetic. Electron paramagnetic resonance spectroscopy (EPR) is a very powerful and rapidly growing technique that can resolve the limitations associated with these techniques and provide prominent solutions to obtain structural and dynamic information on peptides, proteins, macromolecules, and nucleic acids. Recent developments in improving structural biology techniques using some of the examples of biological problems associated with membrane proteins (potassium channel proteins) will be presented. We are developing several advanced approaches of EPR spectroscopy .to study membrane proteins.  "
07/16/22,Biological and Chemical Physics,07/16/22,7:30 PM,07/16/22,7:45 PM,,Nawal Kishore Khadka,Boise State University,Remote, Raju Timsina; Laxman Mainali ,Boise State University; Boise State University,An AFM Approach in ?-Crystallin Membrane Association Studies,"The lens of the eye loses elasticity with age, while ?-crystallin association with the lens membrane increases with age. It is unclear whether there is any correlation between ?-crystallin association with the lens membrane and loss in lens elasticity. This research investigated ?-crystallin mem-brane association using atomic force microscopy (AFM) for the first time to study topographical images and mechanical properties (breakthrough force and membrane area compressibility modulus (KA), as measures of elasticity) of the membrane. ?-Crystallin extracted from the bovine lens cortex was incubated with a supported lipid membrane (SLM) prepared on a flat mica surface. The AFM images showed the time-dependent interaction of ?-crystallin with the SLM. Force spectroscopy revealed the presence of breakthrough events in the force curves obtained in the membrane regions where no ?-crystallin was associated, which suggests that the membrane’s elasticity was maintained. The force curves in the ?-crystallin submerged region and the close vicinity of the ?-crystallin associated region in the membrane showed no breakthrough event within the defined peak force threshold, indicating loss of membrane elasticity. Our results showed that the association of ?-crystallin with the membrane deteriorates membrane elasticity, providing new insights into understanding the molecular basis of lens hardening and presbyopia."
07/16/22,Biological and Chemical Physics,07/16/22,7:45 PM,07/16/22,8:00 PM,,Raju Timsina,Boise State University,Remote,Nawal K. Khadka; Laxman Mainali,Boise State University; Boise State University,Binding of Alpha-Crystallin with Lens Lipid Membranes Derived from a Single Lens,"This research investigates the binding of ?-crystallin with membranes prepared from total lipids isolated from a single bovine eye lens, measures the physical properties of membranes, and illustrates the feasibility that such experiments can be conducted for membranes prepared from total lipids isolated from a single human eye lens. Small unilamellar vesicles were prepared with and without decreasing the cholesterol (Chol) content from total lipids isolated from a single lens cortex of a two-year-old bovine using the rapid solvent exchange method and probe-tip sonication. Chol content in the cortical membranes was decreased by adding lipid (phospholipids and sphingolipid) mixtures resembling bovine lens lipid composition. The electron paramagnetic resonance spin-labeling method was used to measure the percentage of membrane surface occupied (MSO) by ?-crystallin, the binding affinity (Ka), and the physical properties (hydrophobicity, mobility parameter, and maximum splitting) of membranes. No significant binding of ?-crystallin with bovine lens lipid membranes derived from the single-lens cortex was observed. However, ?-crystallin binding with cortical membranes with reduced Chol content was observed. The smaller the Chol content in cortical membranes, the larger the MSO and Ka, and vice-versa. These results imply that the membrane Chol is a key component in preventing ?-crystallin binding with the bovine lens lipid membrane. Hydrophobicity near the surface of cortical membranes increased with the increased ?-crystallin binding, supporting the hypothesis that ?-crystallin binding with lens membranes forms a barrier to polar molecules. The profiles of mobility parameters decreased and maximum splitting showed no significant change with the increased ?-crystallin concentration, indicating that cortical membranes became less mobile with no significant change in order near the surface with the ?-crystallin binding. Our results show that the membrane Chol plays a crucial role in inhibiting ?-crystallin binding with the bovine lens lipid membrane, and such binding alters the physical properties of membranes playing a vital role in modulating the integrity of membranes. Moreover, this study demonstrates that it is feasible to investigate the binding of ?-crystallin with membranes derived from a single human lens. "
07/16/22,Biological and Chemical Physics,07/16/22,8:00 PM,07/16/22,8:15 PM,,Leona Choi,"California State Polytechnic University, Pomona",Remote,Matthew P. Luna,"California State Polytechnic University, Pomona",Investigation of Structure and Dynamics of the SecA Protein in Native Conditions via Atomic Force Microscopy,"Membrane proteins are responsible for various important cellular processes such as: protein export, signal transduction, enzymatic activities, and cell-to-cell communication. Membrane proteins also constitute more than half of all current drug targets. SecA is a member of the secretory system with the primary function of taking part in transporting nascent proteins through the inner membrane and into the periplasmic region of E. coli. Studies suggest dynamic interactions between the SecA protein and the lipid bilayer during this translocation process. Since structural details and conformational dynamics are tied to functions, we performed high-resolution imaging of SecA interacting with a lipid bilayer in physiological buffer conditions via atomic force microscopy (AFM)."
07/16/22,Biological and Chemical Physics,07/16/22,8:30 PM,07/16/22,8:45 PM,1,Prem Chapagain," Florida International University, Miami, FL   33199",Remote,,,In silico approach to tackling viral and bacterial diseases,"Physics-based molecular modeling and simulations have recently led to numerous applications, including the design of new drugs and enzymes. The emergence of the COVID-19 pandemic has brought interdisciplinary biomedical researchers together at an unprecedented level, and computational techniques have played a crucial role in understanding and tackling the disease. These include structure determination and exploring molecular mechanisms as well as identifying therapeutic and vaccine candidates. In this talk, I will discuss a few projects in my lab focusing on viral and bacterial diseases, including computational investigations of cell attachment and immune evasion by SARS-CoV-2 variants, matrix protein-plasma membrane interactions in viral assembly and budding of filoviruses and paramyxoviruses, and designing novel antimicrobial compounds to confront the threat of antimicrobial resistance. "
07/16/22,Biological and Chemical Physics,07/16/22,8:45 PM,07/16/22,9:00 PM,,Bhim M Adhikari,"MPRC, University of Maryland School of Medicine, Baltimore, USA",Remote,,,Brief overview of neuroimaging methods in brain functions and dysfunctions,"The human brain, a complex dynamical system, consists of highly interconnected neurons, its behaviors relating to brain functions and dysfunctions can be described by the physics of network phenomena. Neuronal interactions and synchrony of neuronal oscillations are central to normal brain functions. Breakdowns in interaction patterns and modifications in synchronization behaviors are the hallmarks of brain dysfunctions. In this talk, the speaker plans to provide a brief overview of some of the neuroimaging techniques that are widely used for measuring brain activities during various tasks or at rest. In addition, a brief summary on Enhancing NeuroImaging Genetics through Meta-Analysis Consortium, studying the human brain in health and disease will be provided.
"
07/16/22,Biological and Chemical Physics,07/16/22,9:00 PM,07/16/22,9:15 PM,,BISHAL PANTHI,KATHMANDU MODEL COLLEGE ,Remote,,,Using Nobel Metal Nanoparticles for S protein Modification in Coronavirus treatment: An approach from Quantum Mechanical Study ,"In response to the recent outbreak of COVID-19, scientists have been devoted to find discover and efficient treatment to tackle the virus such as mRNA vaccines. Although contemporary methods of combating COVID-19 such as vaccinations and social distancing had been effective methods, the evolution of new variants had continuously posed threat to the world. To overcome and tackle those challenges, more in-depth understanding of the SARS-C0V-2 virus is highly needed.
METHOD:
By using the quantum mechanical method through the density functional theory (DFT), we are able to efficiently monitor the reactions between virus and the noble metal nanoparticles as the potential curing treatments for the COVID-19. Therefore, theoretical explorations in this field will be significant for supplying key information for future curing methods. In this project, I have carried out quantum mechanical based theoretical calculations to investigate the interactions between noble metal nanoparticles and the S proteins. In this project, I have carried out quantum mechanical based theoretical calculations to investigate the interactions between noble metal nanoparticles and the S proteins. During the project, I will try several different noble metals including Au, Ag, Cu, Pt, and Pd, etc to interact with the S protein. For the proteins with extremely complicated structures and functional groups, I will focus on several key fragments of S protein. This project will reveal the interactions between the S protein fragments and noble metal nanoparticles regarding the binding strength, electronic structures, and stability of the fragments, etc. 
RESULT:
As the COVID-19 situation still developing in all countries, more efficient treatments should be developed alongside traditional vaccination developments. To disfunction the SARS-CoV-2 virus in the human body, we propose using the noble metal to disfunction the key S protein. In previous study on treatments for Alzheimer’s disease, metal NPs have been found to modify proteins and induce disfunction. Therefore, we also expect that such a strategy is also effective for the SARS-CoV-2 virus. However, owing to the high risks of the virus, the theoretical investigations are of great significance to perform preliminary studies of the potential interactions between Au and proteins. This strategy not only can lower the biomedical risks of COVID-19 but also save the large experiment time costs to find out the most possible candidates. 
Keywords: COVID-19, S protein Modification, Noble Metal Nanoparticle, Quantum Mechanics, Density Functional Theory
"
07/16/22,Biological and Chemical Physics,07/16/22,9:15 PM,07/16/22,9:30 PM,,Bidhya Thapa,"Central Department of Physics, Tribhuvan University, Kirtipur, Kathmandu, Nepal.",Remote,Narayan Prasad Adhikari; Purushottam Babu Tiwari; Prem Prasad Chapagain," Department of Physics, Tribhuvan University, Kirtipur, Kathmandu, Nepal;  Department of Oncology, Georgetown University, Washington, D.C. 20057, USA; Depaerment  of Physics, Florida International University, Miami, FL 33199, USA.",Investigating Kaiso-Nuclear Co-repressor (N-CoR) Protein-Protein Interactions Using Molecular Simulations,"Zinc finger (ZF) protein Kaiso mediates the transcription repression by recruiting the nuclear co-repressor (N-CoR) complex through its N-ternimal BTB/POZ domain. The investigation of molecular mechanism of Kaiso binding to N-CoR protein is helpful to understand the role of Kaiso in the transcription repression process. A detailed study on the molecular mechanism of the interaction of Kaiso with N-CoR complex is still lacking despite some prior studies on this system. In this work, we first modeled the Kaiso (BTB/POZ domain)-NCoR complex using molecular docking and then utilized molecular dynamics (MD) simulation to investigate the structural features of Kaiso-NCoR interactions. Our MD simulation results show the complex between Kaiso and N-CoR is stable for 600 ns of simulation time as revealed by RMSD measurements. In addition, we identified the major interacting residues responsible for binding of the two proteins. Since the POZ domain of Kaiso is highly hydrophobic, the hydrophobic interaction plays an important role in the binding of Kaiso with N-CoR. We explored binding interactions such as formation of salt bridges and hydrogen bonding that are responsible for the Kaiso-NCoR complex formation. "
07/17/22,Condensed Matter Physics and Material Science,07/17/22,9:30 AM,07/17/22,10:00 AM,1,Madhab Neupane,University of Central Florida,Remote,,,Electronic structure evolution in magnetic topological materials,"The discovery of topological insulators (TIs) has prompted intensive theoretical and experimental studies on realizing various topological states in quantum materials. Owing to the bulk-boundary correspondence, the TIs support conducting surface states that lie within the gapped bulk electronic spectrum of the TIs. These surface states are spin polarized and disperse linearly with Dirac-cone energy dispersion. Constraints of the time-reversal symmetry protect the surface states from backscattering and localization in the presence of nonmagnetic perturbations thereby making TIs promising for low-power energy-efficient quantum electronic applications. Recently, new types of topological materials inspired by magnetism have attracted intensive research interest. In this talk, I will discuss electronic structure evolution across the magnetic transition temperature for rare-earth monopnictide based materials and kagome magnets.  Our study indicates that magnetism plays an intricate role in the electronic structure of the topological material family."
07/17/22,Condensed Matter Physics and Material Science,07/17/22,10:00 AM,07/17/22,10:15 AM,,Milo Sprague,University of Central Florida,Remote,Milo Sprague; Anup Pradhan Sakhya; Baokai Wang; Firoza Kabir; Cheng-Yi Huang; M. Mofazzel Hosen; Bahadur Singh; Sabin Regmi; Gyanendra Dhakal; Klauss Dimitri; Robert Smith; Eric D. Bauer; Filip Ronning; Arun Bansil; Madhab Neupane,"Department of Physics, University of Central Florida, Orlando, Florida 32816, USA; Department of Physics, Northeastern University, Boston, Massachusetts, 02115, USA; Department of Condensed Matter Physics and Materials Science, Tata Institute of Fundamental Research, Mumbai 4000005, India 4MPA-Q; Los Alamos National Laboratory, Los Alamos, New Mexico 87545, USA; Institute for Materials Science; Los Alamos National Laboratory, Los Alamos, New Mexico 87545, USA",Novel Electronic Structure Signature across Antiferromagnetic Transition in Rare Earth Monopnictide NdSb,"Rare Earth Monopnictides (REM) are a family of materials that have drawn interest for their possession of topological Dirac behavior and magnetic ordering. Band dispersion and Fermi surface mapping across the paramagnetic to antiferromagnetic phase transition in the REM NdSb was obtained through Angle-Resolved Photoemission Spectroscopy and compared with first-principles density functional theory calculations. Predicted features of the density functional theory calculations are found to be present in the ARPES spectrum, however we have also observed fermi arc states below the antiferromagnetic transition that are absent in the DFT. These observations append the list of complex many-body effects associated with magnetic ordering."
07/17/22,Condensed Matter Physics and Material Science,07/17/22,10:30 AM,07/17/22,10:45 AM,,Gyanendra Dhakal,University of Central Florida,Remote,Firoza Kabir; Ashis K. Nandy; Alex Aperis; Anup Pradhan Sakhya; Subhadip Pradhan; Klauss Dimitri; Christopher Sims; Sabin Regmi; M. Mofazzel Hosen; Yangyang Liu; Luis Persaud; Dariusz Kaczorowski; Peter M. Oppeneer; Madhab Neupane,"Department of physics, University of Central Florida, Orlando, Florida 32816, USA;Department of physics, University of Central Florida, Orlando, Florida 32816, USA; Department of Physics and Astronomy, Uppsala University, P. O. Box 516, S-75120 Uppsala, Sweden, School of Physical Sciences, National Institute of Science Education and Research, HBNI, Jatni 752050, India; Department of Physics and Astronomy, Uppsala University, P. O. Box 516, S-75120 Uppsala, Sweden; Department of physics, University of Central Florida, Orlando, Florida 32816, USA; School of Physical Sciences, National Institute of Science Education and Research, HBNI, Jatni 752050, India;  Department of physics, University of Central Florida, Orlando, Florida 32816, USA;Department of physics, University of Central Florida, Orlando, Florida 32816, USA; Department of physics, University of Central Florida, Orlando, Florida 32816, USA;Department of physics, University of Central Florida, Orlando, Florida 32816, USA;Department of physics, University of Central Florida, Orlando, Florida 32816, USA;Department of physics, University of Central Florida, Orlando, Florida 32816, USA; d.kaczorowski@int.pan.wroc.pl: 011 48 71 3954 258 Institute of Low Temperature and Structure Research, Polish Academy of Sciences, Wrolcaw 50-422, Poland; Department of Physics and Astronomy, Uppsala University, P. O. Box 516, S-75120 Uppsala, Sweden; Department of physics, University of Central Florida, Orlando, Florida 32816, USA",Observation of anisotropic Dirac cones in topologically rich Ti2Te2P,"Anisotropic bulk Dirac (or Weyl) cones in three dimensional systems have recently gained intense
research interest as they are examples of materials with tilted Dirac (or Weyl) cones indicating
the violation of Lorentz invariance. In contrast, the studies on anisotropic surface Dirac cones
in topological materials which contribute to ansiotropic carrier mobility have been limited. By
employing angle-resolved photoemission spectroscopy and first-principles calculations, we reveal the
anisotropic surface Dirac dispersion in a tetradymite material Ti2Te2P on the (001) plane of the
Brillioun zone. We observe the quasi-elliptical Fermi pockets at the M -point of the Brillouin zone
forming the anisotropic surface Dirac cones. Our calculations of the Z2 indices confirm that the
system is topologically non-trivial with multiple topological phases in the same material. In addition, observed nodalline like features formed by bulk bands make this system topologically rich."
